protein_Id	description	nrPeptides	fasta.id	Protein.Group.2	IDcolumn	CON	REV	modelName	contrast	diff	std.error	avgAbd	statistic	df	p.value	conf.low	conf.high	sigma	FDR
Q5T0N5	Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3	15	sp|Q5T0N5|FBP1L_HUMAN	Q5T0N5	Q5T0N5	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.368742826028768	0.369563416094825	19.5319883048475	-1.15221005368874	9.1429929367117	0.278470523289324	-1.3901414998089	0.652655847751363	0.452592045979961	0.441490321588737
Q5T160	Probable arginine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=RARS2 PE=1 SV=1	9	sp|Q5T160|SYRM_HUMAN	Q5T160	Q5T160	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.368191400061832	0.241165467699279	18.8449297736302	1.63102147958559	9.1429929367117	0.136794431141379	-0.352280969527931	1.08866376965159	0.319248567866121	0.392285553390184
Q5T1C6	Acyl-coenzyme A thioesterase THEM4 OS=Homo sapiens OX=9606 GN=THEM4 PE=1 SV=1	4	sp|Q5T1C6|THEM4_HUMAN	Q5T1C6	Q5T1C6	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.208541399400502	0.165137236784188	19.1382281276602	1.19043645873081	9.1429929367117	0.263864809811676	-0.350558526197597	0.767641324998602	0.247742811626324	0.431425365403174
Q5T1M5	FK506-binding protein 15 OS=Homo sapiens OX=9606 GN=FKBP15 PE=1 SV=2	25	sp|Q5T1M5|FKB15_HUMAN	Q5T1M5	Q5T1M5	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.281470167439011	0.177236450365549	20.0940876693422	1.53998191160188	9.1429929367117	0.157425940579562	-0.301867636006505	0.864807970884528	0.258482859569186	0.392285553390184
Q5T1V6	Probable ATP-dependent RNA helicase DDX59 OS=Homo sapiens OX=9606 GN=DDX59 PE=1 SV=1	4	sp|Q5T1V6|DDX59_HUMAN	Q5T1V6	Q5T1V6	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.232569821867233	0.204713383070021	18.4438373056861	1.15860176976559	9.1429929367117	0.275984337461121	-0.408082704212391	0.873222347946857	0.283879590784571	0.439840863303824
Q5T200	Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens OX=9606 GN=ZC3H13 PE=1 SV=1	10	sp|Q5T200|ZC3HD_HUMAN	Q5T200	Q5T200	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.23960898754711	0.211442827532533	19.1004334185444	1.16734456711065	9.1429929367117	0.272612379316009	-0.415490723490869	0.894708698585088	0.290281284037954	0.437298282595333
Q5T280	Putative methyltransferase C9orf114 OS=Homo sapiens OX=9606 GN=SPOUT1 PE=1 SV=3	6	sp|Q5T280|CI114_HUMAN	Q5T280	Q5T280	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.382525554942995	0.171090760354705	20.0702881002311	2.13832026229019	9.1429929367117	0.0607196409400053	-0.188415236629854	0.953466346515844	0.25298961867166	0.392285553390184
Q5T3I0	G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=2	13	sp|Q5T3I0|GPTC4_HUMAN	Q5T3I0	Q5T3I0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0902291318973994	0.122804323865627	19.4240196137538	0.599015984026379	9.1429929367117	0.563707908420141	-0.390512505179905	0.570970768974704	0.213021464290064	0.666001829726545
Q5T3J3	Ligand-dependent nuclear receptor-interacting factor 1 OS=Homo sapiens OX=9606 GN=LRIF1 PE=1 SV=1	5	sp|Q5T3J3|LRIF1_HUMAN	Q5T3J3	Q5T3J3	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.821618868315905	0.466027437065131	19.0760025409328	-2.08479218817884	9.1429929367117	0.0662650516544605	-2.07941716815175	0.436179431519937	0.557343102714233	0.392285553390184
Q5T440	Putative transferase CAF17, mitochondrial OS=Homo sapiens OX=9606 GN=IBA57 PE=1 SV=1	3	sp|Q5T440|CAF17_HUMAN	Q5T440	Q5T440	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0510229805232398	0.148807039977538	19.8493354594968	0.308670288612301	9.1429929367117	0.764489897651169	-0.47654006496052	0.578586026007	0.233768502219842	0.82834567011833
Q5T447	E3 ubiquitin-protein ligase HECTD3 OS=Homo sapiens OX=9606 GN=HECTD3 PE=1 SV=1	7	sp|Q5T447|HECD3_HUMAN	Q5T447	Q5T447	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.371687200589161	0.249861562466232	19.2280394801522	1.60302380830208	9.1429929367117	0.14286516131821	-0.368328618516463	1.11170301969478	0.32790846730495	0.392285553390184
Q5T4F4	Protrudin OS=Homo sapiens OX=9606 GN=ZFYVE27 PE=1 SV=1	5	sp|Q5T4F4|ZFY27_HUMAN	Q5T4F4	Q5T4F4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.919414573359693	0.509703202257403	19.6831673977807	-2.14759133458423	9.1429929367117	0.0598058567578111	-2.28576818979336	0.446939043073977	0.605445057516251	0.392285553390184
Q5T4S7	E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1	107	sp|Q5T4S7|UBR4_HUMAN	Q5T4S7	Q5T4S7	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.312214311656139	0.186593309124307	20.6196413636901	1.65378663668372	9.1429929367117	0.132030778043159	-0.290312946148044	0.914741569460321	0.266985900186309	0.392285553390184
Q5T5C0	Syntaxin-binding protein 5 OS=Homo sapiens OX=9606 GN=STXBP5 PE=1 SV=1	2	sp|Q5T5C0|STXB5_HUMAN	Q5T5C0	Q5T5C0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.556016687559203	0.28262229321085	18.4124848254992	2.17736570610007	9.1429929367117	0.0569604002620258	-0.258987458210058	1.37102083332846	0.361136550579919	0.392285553390184
Q5T5P2	Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2	5	sp|Q5T5P2|SKT_HUMAN	Q5T5P2	Q5T5P2	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.174716996798367	0.244006138227281	18.16469293593	-0.767186676412514	9.1429929367117	0.462320980185456	-0.901554745141873	0.552120751545138	0.322069131342018	0.58297861505128
Q5T5U3	Rho GTPase-activating protein 21 OS=Homo sapiens OX=9606 GN=ARHGAP21 PE=1 SV=2	9	sp|Q5T5U3|RHG21_HUMAN	Q5T5U3	Q5T5U3	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.174678129884545	0.0903243808440753	18.7423819220538	1.29671453843027	9.1429929367117	0.226497933983059	-0.255251645506334	0.604607905275423	0.190506216296252	0.410350318212184
Q5T5X7	BEN domain-containing protein 3 OS=Homo sapiens OX=9606 GN=BEND3 PE=1 SV=1	5	sp|Q5T5X7|BEND3_HUMAN	Q5T5X7	Q5T5X7	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.0443678698984647	0.170845864005131	18.2555812099706	-0.248229891343667	9.1429929367117	0.809442131101596	-0.614818247278866	0.526082507481936	0.252772311200605	0.863819506624736
Q5T5Y3	Calmodulin-regulated spectrin-associated protein 1 OS=Homo sapiens OX=9606 GN=CAMSAP1 PE=1 SV=2	17	sp|Q5T5Y3|CAMP1_HUMAN	Q5T5Y3	Q5T5Y3	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.524505561294001	0.228792159826142	19.3361590096211	-2.41567026875804	9.1429929367117	0.0384833970673717	-1.21747776292519	0.168466640337189	0.307062966297734	0.392285553390184
Q5T653	39S ribosomal protein L2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL2 PE=1 SV=2	6	sp|Q5T653|RM02_HUMAN	Q5T653	Q5T653	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.240997599730144	0.198805180176376	20.5315787575998	1.22459634001033	9.1429929367117	0.251341668384249	-0.387094209959196	0.869089409419484	0.278313810765479	0.421778347677055
Q5T6F2	Ubiquitin-associated protein 2 OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1	16	sp|Q5T6F2|UBAP2_HUMAN	Q5T6F2	Q5T6F2	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.453680279787876	0.261055808792305	20.6812469388394	-1.89172688815564	9.1429929367117	0.0905728430687482	-1.21909151988871	0.311730960312958	0.339161434282288	0.392285553390184
Q5T6J7	Probable gluconokinase OS=Homo sapiens OX=9606 GN=IDNK PE=1 SV=1	3	sp|Q5T6J7|GNTK_HUMAN	Q5T6J7	Q5T6J7	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.756980646951786	0.304230135987864	18.9190533372604	-2.79157020038952	9.1429929367117	0.0206935917346164	-1.62242588569046	0.108464591786889	0.383487507218626	0.392285553390184
Q5T6V5	Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1	14	sp|Q5T6V5|QSPP_HUMAN	Q5T6V5	Q5T6V5	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.178489434757291	0.188138225999632	20.6235158304211	0.94045220568396	9.1429929367117	0.371166846275589	-0.427240665064999	0.784219534579581	0.268405111762687	0.508877076826447
Q5T7W0	Zinc finger protein 618 OS=Homo sapiens OX=9606 GN=ZNF618 PE=1 SV=1	4	sp|Q5T7W0|ZN618_HUMAN	Q5T7W0	Q5T7W0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.000107756526790955	0.284261661828097	18.5266356985804	-0.00042001590635014	9.1429929367117	0.999673897544156	-0.818914135055317	0.818698622001735	0.362821358234347	0.999673897544156
Q5T8D3	Acyl-CoA-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=ACBD5 PE=1 SV=1	16	sp|Q5T8D3|ACBD5_HUMAN	Q5T8D3	Q5T8D3	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.102883855240632	0.169270647064781	20.0785144522815	0.578809627657932	9.1429929367117	0.576696736695421	-0.464418848657679	0.670186559138943	0.251377545358524	0.676892322246195
Q5T8P6	RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=3	18	sp|Q5T8P6|RBM26_HUMAN	Q5T8P6	Q5T8P6	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.1408628996996	0.116166598855591	19.6528238876064	0.957384616821037	9.1429929367117	0.363002514305607	-0.328721379842317	0.610447179241516	0.208077526722589	0.502573699780547
Q5T953	Immediate early response gene 5-like protein OS=Homo sapiens OX=9606 GN=IER5L PE=2 SV=1	1	sp|Q5T953|IER5L_HUMAN	Q5T953	Q5T953	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.868125078251306	0.545164989431433	18.1028261666138	-1.90426770482531	9.1429929367117	0.0887665754184213	-2.32310724494518	0.586857088442564	0.644717261332659	0.392285553390184
Q5T9A4	ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1	2	sp|Q5T9A4|ATD3B_HUMAN	Q5T9A4	Q5T9A4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.407750234900698	0.161133805951472	20.5519785807867	2.36080342251061	9.1429929367117	0.0421290785699134	-0.143486008019507	0.958986477820903	0.244258334581769	0.392285553390184
Q5TA31	E3 ubiquitin-protein ligase RNF187 OS=Homo sapiens OX=9606 GN=RNF187 PE=1 SV=2	2	sp|Q5TA31|RN187_HUMAN	Q5TA31	Q5TA31	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.303838381480092	0.209073552170552	20.3831288623776	-1.49188327139186	9.1429929367117	0.16940508906675	-0.953835093765501	0.346158330805317	0.288020093862809	0.392285553390184
Q5TA45	Integrator complex subunit 11 OS=Homo sapiens OX=9606 GN=INTS11 PE=1 SV=2	7	sp|Q5TA45|INT11_HUMAN	Q5TA45	Q5TA45	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.323244344383509	0.192153321376889	19.820937971807	1.67995275599105	9.1429929367117	0.126741399833874	-0.290853024539132	0.93734171330615	0.272112733026163	0.392285553390184
Q5TA50	Ceramide-1-phosphate transfer protein OS=Homo sapiens OX=9606 GN=CPTP PE=1 SV=1	2	sp|Q5TA50|CPTP_HUMAN	Q5TA50	Q5TA50	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.591102787114584	0.424368270420619	19.8389819764083	-1.63331908259059	9.1429929367117	0.136306708521498	-1.74613831038448	0.563932736155315	0.511807880777403	0.392285553390184
Q5TAQ9	DDB1- and CUL4-associated factor 8 OS=Homo sapiens OX=9606 GN=DCAF8 PE=1 SV=1	7	sp|Q5TAQ9|DCAF8_HUMAN	Q5TAQ9	Q5TAQ9	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0352259218818594	0.154707814966239	20.0346596899073	0.208663410433085	9.1429929367117	0.839285682283918	-0.503563966469698	0.574015810233417	0.23874322943838	0.887557981746851
Q5TAX3	Terminal uridylyltransferase 4 OS=Homo sapiens OX=9606 GN=TUT4 PE=1 SV=3	1	sp|Q5TAX3|TUT4_HUMAN	Q5TAX3	Q5TAX3	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.119344722486802	1.27518420988025	15.3636005275766	-0.131326217613263	6.1429929367117	0.899713041917061	-2.5415730537603	2.3028836087867	0.995502616510502	0.931053821746542
Q5TBB1	Ribonuclease H2 subunit B OS=Homo sapiens OX=9606 GN=RNASEH2B PE=1 SV=1	7	sp|Q5TBB1|RNH2B_HUMAN	Q5TBB1	Q5TBB1	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.163632896716941	0.112557469609334	19.5424073704204	1.12632436169866	9.1429929367117	0.288721844387861	-0.300038719277147	0.627304512711029	0.205457565916884	0.447745032846442
Q5TC12	ATP synthase mitochondrial F1 complex assembly factor 1 OS=Homo sapiens OX=9606 GN=ATPAF1 PE=1 SV=1	7	sp|Q5TC12|ATPF1_HUMAN	Q5TC12	Q5TC12	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.104780858510978	0.0991389007746987	19.1905381979886	0.755360099539875	9.1429929367117	0.469044300574719	-0.337941323595589	0.547503040617546	0.1961746606335	0.588619881352114
Q5TC82	Roquin-1 OS=Homo sapiens OX=9606 GN=RC3H1 PE=1 SV=1	4	sp|Q5TC82|RC3H1_HUMAN	Q5TC82	Q5TC82	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.32304848732874	0.306993896963951	17.9994664160945	-1.18244832559438	9.1429929367117	0.266864912687055	-1.19499312541251	0.548896150755028	0.386367456569206	0.43466406893528
Q5TDH0	Protein DDI1 homolog 2 OS=Homo sapiens OX=9606 GN=DDI2 PE=1 SV=1	10	sp|Q5TDH0|DDI2_HUMAN	Q5TDH0	Q5TDH0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.319088480785857	0.127866706827965	20.111925402943	-2.08053734258196	9.1429929367117	0.0667261903810303	-0.808573022881807	0.170396061310094	0.216895533614585	0.392285553390184
Q5TEC6	Histone H3-7 OS=Homo sapiens OX=9606 GN=H3-7 PE=1 SV=1	2	sp|Q5TEC6|H37_HUMAN	Q5TEC6	Q5TEC6	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.162956685783859	0.238117333708615	23.5760736014617	0.728756359247477	9.1429929367117	0.484398165284628	-0.550706338605571	0.876619710173289	0.316231278383458	0.600087185884141
Q5TEU4	Arginine-hydroxylase NDUFAF5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAF5 PE=1 SV=1	4	sp|Q5TEU4|NDUF5_HUMAN	Q5TEU4	Q5TEU4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.0182985166611386	0.0736742871680937	20.3347743826651	0.143086542491934	9.1429929367117	0.889325722207911	-0.389852108828237	0.426449142150515	0.180855655485218	0.924645957394495
Q5TF21	Protein SOGA3 OS=Homo sapiens OX=9606 GN=SOGA3 PE=3 SV=1	4	sp|Q5TF21|SOGA3_HUMAN	Q5TF21	Q5TF21	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.381981799364187	0.305551134656232	18.6471803587138	1.40362458400424	9.1429929367117	0.193471111656894	-0.48656869989353	1.2505322986219	0.384863479449344	0.397271989892051
Q5TF58	Intermediate filament family orphan 2 OS=Homo sapiens OX=9606 GN=IFFO2 PE=2 SV=3	1	sp|Q5TF58|IFFO2_HUMAN	Q5TF58	Q5TF58	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.196992220703529	0.232147170943949	19.4000340430856	0.897659827985182	9.1429929367117	0.392391265827102	-0.503398939576616	0.897383380983674	0.310350381643149	0.525790384365131
Q5TFE4	5'-nucleotidase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NT5DC1 PE=1 SV=1	10	sp|Q5TFE4|NT5D1_HUMAN	Q5TFE4	Q5TFE4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.170328998804284	0.149736230981733	20.7736509453038	1.02701234816025	9.1429929367117	0.330817600199508	-0.358988557145714	0.699646554754282	0.234545943489341	0.475904447908069
Q5TGZ0	MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1	3	sp|Q5TGZ0|MIC10_HUMAN	Q5TGZ0	Q5TGZ0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.899752203789818	0.318784390442757	22.4451343383568	-3.19145754072459	9.1429929367117	0.0107645248682354	-1.7995340326892	0.0000296251095629474	0.398702396362054	0.392285553390184
Q5THJ4	Intermembrane lipid transfer protein VPS13D OS=Homo sapiens OX=9606 GN=VPS13D PE=1 SV=2	2	sp|Q5THJ4|VP13D_HUMAN	Q5THJ4	Q5THJ4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.240807990291824	0.213044472314225	17.8482619024498	-1.16702298869179	9.1429929367117	0.272735820451793	-0.89936723752774	0.417751256944091	0.291814239392372	0.437393160427522
Q5TKA1	Protein lin-9 homolog OS=Homo sapiens OX=9606 GN=LIN9 PE=1 SV=1	6	sp|Q5TKA1|LIN9_HUMAN	Q5TKA1	Q5TKA1	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.169237984886452	0.297994033446692	18.5371066251168	-0.634840252988251	9.1429929367117	0.541091465308891	-1.0200561620196	0.681580192246699	0.37700610881009	0.646576368069179
Q5U3C3	Transmembrane protein 164 OS=Homo sapiens OX=9606 GN=TMEM164 PE=2 SV=1	1	sp|Q5U3C3|TM164_HUMAN	Q5U3C3	Q5U3C3	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.172064370427622	0.71369680268197	19.3687935334365	0.292072432758063	9.1429929367117	0.776750380472526	-1.70813434631397	2.05226308716921	0.833134999979601	0.838367894392288
Q5U5X0	Complex III assembly factor LYRM7 OS=Homo sapiens OX=9606 GN=LYRM7 PE=1 SV=1	5	sp|Q5U5X0|LYRM7_HUMAN	Q5U5X0	Q5U5X0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.51988401767847	0.406066356723597	20.2715814919126	-1.49456296404756	9.1429929367117	0.168717197770218	-1.6300696964421	0.590301661085161	0.491934462681165	0.392285553390184
Q5UCC4	ER membrane protein complex subunit 10 OS=Homo sapiens OX=9606 GN=EMC10 PE=1 SV=1	4	sp|Q5UCC4|EMC10_HUMAN	Q5UCC4	Q5UCC4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.50248553053198	0.335826707838446	20.6343173510228	-1.70551877048174	9.1429929367117	0.121760231253702	-1.44279417162877	0.437823110564807	0.416660235274833	0.392285553390184
Q5UIP0	Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2	42	sp|Q5UIP0|RIF1_HUMAN	Q5UIP0	Q5UIP0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.150560038633963	0.0838381028250531	19.9624470203101	1.14122951226156	9.1429929367117	0.282783210794667	-0.270496187599853	0.571616264867779	0.186574257237372	0.444392280673625
Q5VIR6	Vacuolar protein sorting-associated protein 53 homolog OS=Homo sapiens OX=9606 GN=VPS53 PE=1 SV=2	12	sp|Q5VIR6|VPS53_HUMAN	Q5VIR6	Q5VIR6	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.319755239071504	0.184865172182261	19.0017348289799	1.70382989379975	9.1429929367117	0.122083691133254	-0.279200603283089	0.918711081426097	0.265403370007969	0.392285553390184
Q5VSL9	Striatin-interacting protein 1 OS=Homo sapiens OX=9606 GN=STRIP1 PE=1 SV=1	9	sp|Q5VSL9|STRP1_HUMAN	Q5VSL9	Q5VSL9	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.363464187956415	0.125192050085208	18.559275893203	2.39257583331567	9.1429929367117	0.0399782501256447	-0.121376752352863	0.848305128265693	0.214837906864818	0.392285553390184
Q5VSY0	G kinase-anchoring protein 1 OS=Homo sapiens OX=9606 GN=GKAP1 PE=1 SV=2	3	sp|Q5VSY0|GKAP1_HUMAN	Q5VSY0	Q5VSY0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.215557363286344	0.131695690857237	19.9767257658989	1.38639881417352	9.1429929367117	0.1984974394596	-0.280666967381785	0.711781693954473	0.219882001854323	0.397864164701623
Q5VT06	Centrosome-associated protein 350 OS=Homo sapiens OX=9606 GN=CEP350 PE=1 SV=1	3	sp|Q5VT06|CE350_HUMAN	Q5VT06	Q5VT06	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.420979253546397	0.282437880496445	18.8511992781442	-1.64942312671571	9.1429929367117	0.13293206125533	-1.23555595528761	0.393597448194816	0.360947145823322	0.392285553390184
Q5VT25	Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens OX=9606 GN=CDC42BPA PE=1 SV=1	9	sp|Q5VT25|MRCKA_HUMAN	Q5VT25	Q5VT25	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.179029029649988	0.159291214036283	18.1822853088113	1.04334489665152	9.1429929367117	0.323589236034908	-0.368615724401594	0.726673783701571	0.242666909669156	0.470401920216649
Q5VT52	Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPRD2 PE=1 SV=1	24	sp|Q5VT52|RPRD2_HUMAN	Q5VT52	Q5VT52	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.48556839688916	0.288796856115154	19.607876417033	-1.86860495967731	9.1429929367117	0.0939939473797112	-1.31491541215951	0.343778618381187	0.367492020602898	0.392285553390184
Q5VTB9	E3 ubiquitin-protein ligase RNF220 OS=Homo sapiens OX=9606 GN=RNF220 PE=1 SV=1	1	sp|Q5VTB9|RN220_HUMAN	Q5VTB9	Q5VTB9	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.698441601681982	0.519928195887792	18.6654796889819	-1.6338376038736	8.1429929367117	0.140270805932655	-1.98519992583006	0.588316722466097	0.55970967644792	0.392285553390184
Q5VTE0	Putative elongation factor 1-alpha-like 3 OS=Homo sapiens OX=9606 GN=EEF1A1P5 PE=5 SV=1	21	sp|Q5VTE0|EF1A3_HUMAN	Q5VTE0	Q5VTE0	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.224316867046237	0.201381438473179	23.7331223802308	1.13000799243112	9.1429929367117	0.28724509606751	-0.409237349549255	0.857871083641728	0.280734258315583	0.44639476938499
Q5VTL8	Pre-mRNA-splicing factor 38B OS=Homo sapiens OX=9606 GN=PRPF38B PE=1 SV=1	4	sp|Q5VTL8|PR38B_HUMAN	Q5VTL8	Q5VTL8	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.0332135145008969	0.22178270028781	19.4934260069834	-0.156446225322721	9.1429929367117	0.879081374232904	-0.710781868827977	0.644354839826183	0.30023736631773	0.917564917381831
Q5VTR2	E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens OX=9606 GN=RNF20 PE=1 SV=2	26	sp|Q5VTR2|BRE1A_HUMAN	Q5VTR2	Q5VTR2	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.193678347731282	0.164775262550991	19.8437282472592	1.10700668098199	9.1429929367117	0.296564341153543	-0.364707239244746	0.75206393470731	0.247426280983799	0.452684763438448
Q5VU43	Myomegalin OS=Homo sapiens OX=9606 GN=PDE4DIP PE=1 SV=3	3	sp|Q5VU43|MYOME_HUMAN	Q5VU43	Q5VU43	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.339331461674772	0.348031848623581	17.9110171985306	-1.11704266317244	9.1429929367117	0.292469371421808	-1.30885361630605	0.630190692956509	0.429605037534961	0.450216785543017
Q5VUA4	Zinc finger protein 318 OS=Homo sapiens OX=9606 GN=ZNF318 PE=1 SV=2	6	sp|Q5VUA4|ZN318_HUMAN	Q5VUA4	Q5VUA4	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.363280217226497	0.321244087239025	18.4805797709474	-1.28027601573906	9.1429929367117	0.231973781820868	-1.26889084214439	0.542330407691398	0.401285194620305	0.412856323599447
Q5VUM1	Succinate dehydrogenase assembly factor 4, mitochondrial OS=Homo sapiens OX=9606 GN=SDHAF4 PE=1 SV=1	1	sp|Q5VUM1|SDHF4_HUMAN	Q5VUM1	Q5VUM1	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-2.21464706219829	1.62163639641239	18.7827670695999	-1.73386847043146	8.1429929367117	0.120506094154041	-6.05936204056522	1.63006791616864	1.67236079704474	0.392285553390184
Q5VV41	Rho guanine nucleotide exchange factor 16 OS=Homo sapiens OX=9606 GN=ARHGEF16 PE=1 SV=1	2	sp|Q5VV41|ARHGG_HUMAN	Q5VV41	Q5VV41	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.315258879199731	0.213810331429552	19.4072231583562	-1.52399827884631	9.1429929367117	0.161321048690703	-0.975475146588687	0.344957388189224	0.292548481721588	0.392285553390184
Q5VV42	Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Homo sapiens OX=9606 GN=CDKAL1 PE=1 SV=1	9	sp|Q5VV42|CDKAL_HUMAN	Q5VV42	Q5VV42	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.295917052634463	0.184018056056015	19.1578592032891	1.58141771454035	9.1429929367117	0.14771410752154	-0.301292524425977	0.893126629694903	0.264629582257315	0.392285553390184
Q5VVQ6	Ubiquitin thioesterase OTU1 OS=Homo sapiens OX=9606 GN=YOD1 PE=1 SV=1	2	sp|Q5VVQ6|OTU1_HUMAN	Q5VVQ6	Q5VVQ6	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	-0.356446584120816	0.361272706793707	17.0940003508494	-1.13605899751514	9.1429929367117	0.284832236670003	-1.35782203836683	0.644928870125198	0.443719555610933	0.444727265607059
Q5VW32	BRO1 domain-containing protein BROX OS=Homo sapiens OX=9606 GN=BROX PE=1 SV=1	8	sp|Q5VW32|BROX_HUMAN	Q5VW32	Q5VW32	FALSE	FALSE	Linear_Model_moderated	Treated_vs_Control	0.115512052272287	0.0650039569748845	20.7746224069299	0.925865999045681	9.1429929367117	0.378306186359363	-0.282670782851351	0.513694887395925	0.17643882711904	0.513696005150249
